,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
82,"tensor(41.2728, grad_fn=<SelectBackward>)","tensor(56.3077, grad_fn=<SelectBackward>)","tensor(72.5882, grad_fn=<SelectBackward>)","tensor(84.6045, grad_fn=<SelectBackward>)","tensor(94.6196, grad_fn=<SelectBackward>)","tensor(102.4412, grad_fn=<SelectBackward>)","tensor(108.7111, grad_fn=<SelectBackward>)","tensor(113.6611, grad_fn=<SelectBackward>)","tensor(117.5904, grad_fn=<SelectBackward>)","tensor(120.6966, grad_fn=<SelectBackward>)","tensor(123.1535, grad_fn=<SelectBackward>)","tensor(125.0940, grad_fn=<SelectBackward>)","tensor(126.6260, grad_fn=<SelectBackward>)","tensor(127.8345, grad_fn=<SelectBackward>)","tensor(128.7873, grad_fn=<SelectBackward>)","tensor(129.5380, grad_fn=<SelectBackward>)","tensor(130.1292, grad_fn=<SelectBackward>)","tensor(130.5945, grad_fn=<SelectBackward>)","tensor(130.9607, grad_fn=<SelectBackward>)","tensor(131.2487, grad_fn=<SelectBackward>)","tensor(131.4751, grad_fn=<SelectBackward>)","tensor(131.6531, grad_fn=<SelectBackward>)","tensor(131.7930, grad_fn=<SelectBackward>)","tensor(131.9028, grad_fn=<SelectBackward>)","tensor(131.9891, grad_fn=<SelectBackward>)","tensor(132.0569, grad_fn=<SelectBackward>)","tensor(132.1101, grad_fn=<SelectBackward>)","tensor(132.1518, grad_fn=<SelectBackward>)","tensor(132.1846, grad_fn=<SelectBackward>)","tensor(132.2103, grad_fn=<SelectBackward>)"
83,"tensor(170.8643, grad_fn=<SelectBackward>)","tensor(265.8636, grad_fn=<SelectBackward>)","tensor(322.8697, grad_fn=<SelectBackward>)","tensor(375.3542, grad_fn=<SelectBackward>)","tensor(414.2583, grad_fn=<SelectBackward>)","tensor(445.9077, grad_fn=<SelectBackward>)","tensor(470.6487, grad_fn=<SelectBackward>)","tensor(490.3475, grad_fn=<SelectBackward>)","tensor(505.9120, grad_fn=<SelectBackward>)","tensor(518.2480, grad_fn=<SelectBackward>)","tensor(528.0064, grad_fn=<SelectBackward>)","tensor(535.7264, grad_fn=<SelectBackward>)","tensor(541.8281, grad_fn=<SelectBackward>)","tensor(546.6482, grad_fn=<SelectBackward>)","tensor(550.4536, grad_fn=<SelectBackward>)","tensor(553.4558, grad_fn=<SelectBackward>)","tensor(555.8232, grad_fn=<SelectBackward>)","tensor(557.6891, grad_fn=<SelectBackward>)","tensor(559.1589, grad_fn=<SelectBackward>)","tensor(560.3161, grad_fn=<SelectBackward>)","tensor(561.2269, grad_fn=<SelectBackward>)","tensor(561.9435, grad_fn=<SelectBackward>)","tensor(562.5071, grad_fn=<SelectBackward>)","tensor(562.9503, grad_fn=<SelectBackward>)","tensor(563.2985, grad_fn=<SelectBackward>)","tensor(563.5721, grad_fn=<SelectBackward>)","tensor(563.7872, grad_fn=<SelectBackward>)","tensor(563.9560, grad_fn=<SelectBackward>)","tensor(564.0886, grad_fn=<SelectBackward>)","tensor(564.1927, grad_fn=<SelectBackward>)"
84,"tensor(273.9605, grad_fn=<SelectBackward>)","tensor(358.5153, grad_fn=<SelectBackward>)","tensor(430.9235, grad_fn=<SelectBackward>)","tensor(482.4809, grad_fn=<SelectBackward>)","tensor(524.2899, grad_fn=<SelectBackward>)","tensor(556.6768, grad_fn=<SelectBackward>)","tensor(582.4290, grad_fn=<SelectBackward>)","tensor(602.7487, grad_fn=<SelectBackward>)","tensor(618.8529, grad_fn=<SelectBackward>)","tensor(631.5981, grad_fn=<SelectBackward>)","tensor(641.6885, grad_fn=<SelectBackward>)","tensor(649.6719, grad_fn=<SelectBackward>)","tensor(655.9853, grad_fn=<SelectBackward>)","tensor(660.9752, grad_fn=<SelectBackward>)","tensor(664.9167, grad_fn=<SelectBackward>)","tensor(668.0283, grad_fn=<SelectBackward>)","tensor(670.4834, grad_fn=<SelectBackward>)","tensor(672.4195, grad_fn=<SelectBackward>)","tensor(673.9454, grad_fn=<SelectBackward>)","tensor(675.1475, grad_fn=<SelectBackward>)","tensor(676.0942, grad_fn=<SelectBackward>)","tensor(676.8392, grad_fn=<SelectBackward>)","tensor(677.4255, grad_fn=<SelectBackward>)","tensor(677.8867, grad_fn=<SelectBackward>)","tensor(678.2493, grad_fn=<SelectBackward>)","tensor(678.5344, grad_fn=<SelectBackward>)","tensor(678.7584, grad_fn=<SelectBackward>)","tensor(678.9345, grad_fn=<SelectBackward>)","tensor(679.0727, grad_fn=<SelectBackward>)","tensor(679.1813, grad_fn=<SelectBackward>)"
85,"tensor(25.0929, grad_fn=<SelectBackward>)","tensor(32.2725, grad_fn=<SelectBackward>)","tensor(37.4566, grad_fn=<SelectBackward>)","tensor(42.2947, grad_fn=<SelectBackward>)","tensor(46.0673, grad_fn=<SelectBackward>)","tensor(49.1140, grad_fn=<SelectBackward>)","tensor(51.5360, grad_fn=<SelectBackward>)","tensor(53.4584, grad_fn=<SelectBackward>)","tensor(54.9846, grad_fn=<SelectBackward>)","tensor(56.1932, grad_fn=<SelectBackward>)","tensor(57.1506, grad_fn=<SelectBackward>)","tensor(57.9080, grad_fn=<SelectBackward>)","tensor(58.5069, grad_fn=<SelectBackward>)","tensor(58.9802, grad_fn=<SelectBackward>)","tensor(59.3539, grad_fn=<SelectBackward>)","tensor(59.6489, grad_fn=<SelectBackward>)","tensor(59.8816, grad_fn=<SelectBackward>)","tensor(60.0650, grad_fn=<SelectBackward>)","tensor(60.2096, grad_fn=<SelectBackward>)","tensor(60.3234, grad_fn=<SelectBackward>)","tensor(60.4131, grad_fn=<SelectBackward>)","tensor(60.4836, grad_fn=<SelectBackward>)","tensor(60.5391, grad_fn=<SelectBackward>)","tensor(60.5828, grad_fn=<SelectBackward>)","tensor(60.6171, grad_fn=<SelectBackward>)","tensor(60.6441, grad_fn=<SelectBackward>)","tensor(60.6653, grad_fn=<SelectBackward>)","tensor(60.6819, grad_fn=<SelectBackward>)","tensor(60.6950, grad_fn=<SelectBackward>)","tensor(60.7053, grad_fn=<SelectBackward>)"
86,"tensor(40.7752, grad_fn=<SelectBackward>)","tensor(52.1838, grad_fn=<SelectBackward>)","tensor(69.7644, grad_fn=<SelectBackward>)","tensor(81.9498, grad_fn=<SelectBackward>)","tensor(92.3389, grad_fn=<SelectBackward>)","tensor(100.4282, grad_fn=<SelectBackward>)","tensor(106.8803, grad_fn=<SelectBackward>)","tensor(111.9588, grad_fn=<SelectBackward>)","tensor(115.9628, grad_fn=<SelectBackward>)","tensor(119.1113, grad_fn=<SelectBackward>)","tensor(121.5853, grad_fn=<SelectBackward>)","tensor(123.5274, grad_fn=<SelectBackward>)","tensor(125.0512, grad_fn=<SelectBackward>)","tensor(126.2460, grad_fn=<SelectBackward>)","tensor(127.1825, grad_fn=<SelectBackward>)","tensor(127.9164, grad_fn=<SelectBackward>)","tensor(128.4914, grad_fn=<SelectBackward>)","tensor(128.9417, grad_fn=<SelectBackward>)","tensor(129.2944, grad_fn=<SelectBackward>)","tensor(129.5705, grad_fn=<SelectBackward>)","tensor(129.7868, grad_fn=<SelectBackward>)","tensor(129.9561, grad_fn=<SelectBackward>)","tensor(130.0886, grad_fn=<SelectBackward>)","tensor(130.1924, grad_fn=<SelectBackward>)","tensor(130.2736, grad_fn=<SelectBackward>)","tensor(130.3372, grad_fn=<SelectBackward>)","tensor(130.3870, grad_fn=<SelectBackward>)","tensor(130.4260, grad_fn=<SelectBackward>)","tensor(130.4565, grad_fn=<SelectBackward>)","tensor(130.4804, grad_fn=<SelectBackward>)"
87,"tensor(72.4762, grad_fn=<SelectBackward>)","tensor(117.7031, grad_fn=<SelectBackward>)","tensor(145.8674, grad_fn=<SelectBackward>)","tensor(172.9592, grad_fn=<SelectBackward>)","tensor(193.4993, grad_fn=<SelectBackward>)","tensor(210.4353, grad_fn=<SelectBackward>)","tensor(223.7759, grad_fn=<SelectBackward>)","tensor(234.4237, grad_fn=<SelectBackward>)","tensor(242.8375, grad_fn=<SelectBackward>)","tensor(249.4926, grad_fn=<SelectBackward>)","tensor(254.7411, grad_fn=<SelectBackward>)","tensor(258.8773, grad_fn=<SelectBackward>)","tensor(262.1329, grad_fn=<SelectBackward>)","tensor(264.6933, grad_fn=<SelectBackward>)","tensor(266.7057, grad_fn=<SelectBackward>)","tensor(268.2865, grad_fn=<SelectBackward>)","tensor(269.5278, grad_fn=<SelectBackward>)","tensor(270.5020, grad_fn=<SelectBackward>)","tensor(271.2664, grad_fn=<SelectBackward>)","tensor(271.8660, grad_fn=<SelectBackward>)","tensor(272.3363, grad_fn=<SelectBackward>)","tensor(272.7051, grad_fn=<SelectBackward>)","tensor(272.9943, grad_fn=<SelectBackward>)","tensor(273.2209, grad_fn=<SelectBackward>)","tensor(273.3986, grad_fn=<SelectBackward>)","tensor(273.5378, grad_fn=<SelectBackward>)","tensor(273.6470, grad_fn=<SelectBackward>)","tensor(273.7325, grad_fn=<SelectBackward>)","tensor(273.7995, grad_fn=<SelectBackward>)","tensor(273.8521, grad_fn=<SelectBackward>)"
88,"tensor(169.8476, grad_fn=<SelectBackward>)","tensor(240.4681, grad_fn=<SelectBackward>)","tensor(302.2575, grad_fn=<SelectBackward>)","tensor(348.6826, grad_fn=<SelectBackward>)","tensor(386.5670, grad_fn=<SelectBackward>)","tensor(416.6697, grad_fn=<SelectBackward>)","tensor(440.7414, grad_fn=<SelectBackward>)","tensor(459.8923, grad_fn=<SelectBackward>)","tensor(475.1054, grad_fn=<SelectBackward>)","tensor(487.1638, grad_fn=<SelectBackward>)","tensor(496.7065, grad_fn=<SelectBackward>)","tensor(504.2477, grad_fn=<SelectBackward>)","tensor(510.2003, grad_fn=<SelectBackward>)","tensor(514.8944, grad_fn=<SelectBackward>)","tensor(518.5930, grad_fn=<SelectBackward>)","tensor(521.5053, grad_fn=<SelectBackward>)","tensor(523.7970, grad_fn=<SelectBackward>)","tensor(525.5994, grad_fn=<SelectBackward>)","tensor(527.0165, grad_fn=<SelectBackward>)","tensor(528.1301, grad_fn=<SelectBackward>)","tensor(529.0049, grad_fn=<SelectBackward>)","tensor(529.6920, grad_fn=<SelectBackward>)","tensor(530.2314, grad_fn=<SelectBackward>)","tensor(530.6549, grad_fn=<SelectBackward>)","tensor(530.9873, grad_fn=<SelectBackward>)","tensor(531.2480, grad_fn=<SelectBackward>)","tensor(531.4527, grad_fn=<SelectBackward>)","tensor(531.6132, grad_fn=<SelectBackward>)","tensor(531.7391, grad_fn=<SelectBackward>)","tensor(531.8378, grad_fn=<SelectBackward>)"
89,"tensor(207.7632, grad_fn=<SelectBackward>)","tensor(311.3791, grad_fn=<SelectBackward>)","tensor(375.7419, grad_fn=<SelectBackward>)","tensor(431.1708, grad_fn=<SelectBackward>)","tensor(474.4253, grad_fn=<SelectBackward>)","tensor(509.1409, grad_fn=<SelectBackward>)","tensor(536.7264, grad_fn=<SelectBackward>)","tensor(558.6865, grad_fn=<SelectBackward>)","tensor(576.1247, grad_fn=<SelectBackward>)","tensor(589.9607, grad_fn=<SelectBackward>)","tensor(600.9227, grad_fn=<SelectBackward>)","tensor(609.5988, grad_fn=<SelectBackward>)","tensor(616.4584, grad_fn=<SelectBackward>)","tensor(621.8772, grad_fn=<SelectBackward>)","tensor(626.1542, grad_fn=<SelectBackward>)","tensor(629.5276, grad_fn=<SelectBackward>)","tensor(632.1866, grad_fn=<SelectBackward>)","tensor(634.2814, grad_fn=<SelectBackward>)","tensor(635.9307, grad_fn=<SelectBackward>)","tensor(637.2288, grad_fn=<SelectBackward>)","tensor(638.2499, grad_fn=<SelectBackward>)","tensor(639.0529, grad_fn=<SelectBackward>)","tensor(639.6841, grad_fn=<SelectBackward>)","tensor(640.1802, grad_fn=<SelectBackward>)","tensor(640.5699, grad_fn=<SelectBackward>)","tensor(640.8760, grad_fn=<SelectBackward>)","tensor(641.1164, grad_fn=<SelectBackward>)","tensor(641.3052, grad_fn=<SelectBackward>)","tensor(641.4533, grad_fn=<SelectBackward>)","tensor(641.5696, grad_fn=<SelectBackward>)"
90,"tensor(232.8074, grad_fn=<SelectBackward>)","tensor(267.2758, grad_fn=<SelectBackward>)","tensor(322.1398, grad_fn=<SelectBackward>)","tensor(359.8748, grad_fn=<SelectBackward>)","tensor(392.0691, grad_fn=<SelectBackward>)","tensor(417.2561, grad_fn=<SelectBackward>)","tensor(437.4554, grad_fn=<SelectBackward>)","tensor(453.4718, grad_fn=<SelectBackward>)","tensor(466.1942, grad_fn=<SelectBackward>)","tensor(476.2775, grad_fn=<SelectBackward>)","tensor(484.2634, grad_fn=<SelectBackward>)","tensor(490.5821, grad_fn=<SelectBackward>)","tensor(495.5772, grad_fn=<SelectBackward>)","tensor(499.5232, grad_fn=<SelectBackward>)","tensor(502.6382, grad_fn=<SelectBackward>)","tensor(505.0956, grad_fn=<SelectBackward>)","tensor(507.0331, grad_fn=<SelectBackward>)","tensor(508.5599, grad_fn=<SelectBackward>)","tensor(509.7624, grad_fn=<SelectBackward>)","tensor(510.7091, grad_fn=<SelectBackward>)","tensor(511.4541, grad_fn=<SelectBackward>)","tensor(512.0402, grad_fn=<SelectBackward>)","tensor(512.5010, grad_fn=<SelectBackward>)","tensor(512.8633, grad_fn=<SelectBackward>)","tensor(513.1481, grad_fn=<SelectBackward>)","tensor(513.3718, grad_fn=<SelectBackward>)","tensor(513.5474, grad_fn=<SelectBackward>)","tensor(513.6855, grad_fn=<SelectBackward>)","tensor(513.7938, grad_fn=<SelectBackward>)","tensor(513.8788, grad_fn=<SelectBackward>)"
91,"tensor(92.3412, grad_fn=<SelectBackward>)","tensor(122.4229, grad_fn=<SelectBackward>)","tensor(150.2634, grad_fn=<SelectBackward>)","tensor(172.3583, grad_fn=<SelectBackward>)","tensor(190.4753, grad_fn=<SelectBackward>)","tensor(204.9743, grad_fn=<SelectBackward>)","tensor(216.5143, grad_fn=<SelectBackward>)","tensor(225.6455, grad_fn=<SelectBackward>)","tensor(232.8456, grad_fn=<SelectBackward>)","tensor(238.5104, grad_fn=<SelectBackward>)","tensor(242.9600, grad_fn=<SelectBackward>)","tensor(246.4513, grad_fn=<SelectBackward>)","tensor(249.1884, grad_fn=<SelectBackward>)","tensor(251.3329, grad_fn=<SelectBackward>)","tensor(253.0124, grad_fn=<SelectBackward>)","tensor(254.3272, grad_fn=<SelectBackward>)","tensor(255.3563, grad_fn=<SelectBackward>)","tensor(256.1615, grad_fn=<SelectBackward>)","tensor(256.7914, grad_fn=<SelectBackward>)","tensor(257.2843, grad_fn=<SelectBackward>)","tensor(257.6697, grad_fn=<SelectBackward>)","tensor(257.9712, grad_fn=<SelectBackward>)","tensor(258.2070, grad_fn=<SelectBackward>)","tensor(258.3914, grad_fn=<SelectBackward>)","tensor(258.5357, grad_fn=<SelectBackward>)","tensor(258.6485, grad_fn=<SelectBackward>)","tensor(258.7367, grad_fn=<SelectBackward>)","tensor(258.8057, grad_fn=<SelectBackward>)","tensor(258.8596, grad_fn=<SelectBackward>)","tensor(258.9019, grad_fn=<SelectBackward>)"
92,"tensor(27.5979, grad_fn=<SelectBackward>)","tensor(39.6094, grad_fn=<SelectBackward>)","tensor(50.0011, grad_fn=<SelectBackward>)","tensor(58.6280, grad_fn=<SelectBackward>)","tensor(65.6950, grad_fn=<SelectBackward>)","tensor(71.3413, grad_fn=<SelectBackward>)","tensor(75.8769, grad_fn=<SelectBackward>)","tensor(79.4845, grad_fn=<SelectBackward>)","tensor(82.3539, grad_fn=<SelectBackward>)","tensor(84.6271, grad_fn=<SelectBackward>)","tensor(86.4256, grad_fn=<SelectBackward>)","tensor(87.8456, grad_fn=<SelectBackward>)","tensor(88.9654, grad_fn=<SelectBackward>)","tensor(89.8475, grad_fn=<SelectBackward>)","tensor(90.5418, grad_fn=<SelectBackward>)","tensor(91.0877, grad_fn=<SelectBackward>)","tensor(91.5168, grad_fn=<SelectBackward>)","tensor(91.8539, grad_fn=<SelectBackward>)","tensor(92.1186, grad_fn=<SelectBackward>)","tensor(92.3264, grad_fn=<SelectBackward>)","tensor(92.4895, grad_fn=<SelectBackward>)","tensor(92.6174, grad_fn=<SelectBackward>)","tensor(92.7178, grad_fn=<SelectBackward>)","tensor(92.7965, grad_fn=<SelectBackward>)","tensor(92.8582, grad_fn=<SelectBackward>)","tensor(92.9066, grad_fn=<SelectBackward>)","tensor(92.9445, grad_fn=<SelectBackward>)","tensor(92.9743, grad_fn=<SelectBackward>)","tensor(92.9976, grad_fn=<SelectBackward>)","tensor(93.0158, grad_fn=<SelectBackward>)"
93,"tensor(228.7126, grad_fn=<SelectBackward>)","tensor(313.7495, grad_fn=<SelectBackward>)","tensor(390.5253, grad_fn=<SelectBackward>)","tensor(449.8365, grad_fn=<SelectBackward>)","tensor(497.2975, grad_fn=<SelectBackward>)","tensor(535.3587, grad_fn=<SelectBackward>)","tensor(565.7294, grad_fn=<SelectBackward>)","tensor(589.9789, grad_fn=<SelectBackward>)","tensor(609.2585, grad_fn=<SelectBackward>)","tensor(624.5646, grad_fn=<SelectBackward>)","tensor(636.6856, grad_fn=<SelectBackward>)","tensor(646.2700, grad_fn=<SelectBackward>)","tensor(653.8370, grad_fn=<SelectBackward>)","tensor(659.8046, grad_fn=<SelectBackward>)","tensor(664.5062, grad_fn=<SelectBackward>)","tensor(668.2076, grad_fn=<SelectBackward>)","tensor(671.1194, grad_fn=<SelectBackward>)","tensor(673.4091, grad_fn=<SelectBackward>)","tensor(675.2084, grad_fn=<SelectBackward>)","tensor(676.6220, grad_fn=<SelectBackward>)","tensor(677.7322, grad_fn=<SelectBackward>)","tensor(678.6039, grad_fn=<SelectBackward>)","tensor(679.2881, grad_fn=<SelectBackward>)","tensor(679.8250, grad_fn=<SelectBackward>)","tensor(680.2462, grad_fn=<SelectBackward>)","tensor(680.5767, grad_fn=<SelectBackward>)","tensor(680.8358, grad_fn=<SelectBackward>)","tensor(681.0392, grad_fn=<SelectBackward>)","tensor(681.1985, grad_fn=<SelectBackward>)","tensor(681.3235, grad_fn=<SelectBackward>)"
94,"tensor(56.9499, grad_fn=<SelectBackward>)","tensor(81.1202, grad_fn=<SelectBackward>)","tensor(97.7435, grad_fn=<SelectBackward>)","tensor(111.4707, grad_fn=<SelectBackward>)","tensor(122.2599, grad_fn=<SelectBackward>)","tensor(130.9306, grad_fn=<SelectBackward>)","tensor(137.8453, grad_fn=<SelectBackward>)","tensor(143.3582, grad_fn=<SelectBackward>)","tensor(147.7419, grad_fn=<SelectBackward>)","tensor(151.2207, grad_fn=<SelectBackward>)","tensor(153.9769, grad_fn=<SelectBackward>)","tensor(156.1573, grad_fn=<SelectBackward>)","tensor(157.8802, grad_fn=<SelectBackward>)","tensor(159.2401, grad_fn=<SelectBackward>)","tensor(160.3126, grad_fn=<SelectBackward>)","tensor(161.1578, grad_fn=<SelectBackward>)","tensor(161.8234, grad_fn=<SelectBackward>)","tensor(162.3473, grad_fn=<SelectBackward>)","tensor(162.7595, grad_fn=<SelectBackward>)","tensor(163.0836, grad_fn=<SelectBackward>)","tensor(163.3385, grad_fn=<SelectBackward>)","tensor(163.5387, grad_fn=<SelectBackward>)","tensor(163.6960, grad_fn=<SelectBackward>)","tensor(163.8196, grad_fn=<SelectBackward>)","tensor(163.9166, grad_fn=<SelectBackward>)","tensor(163.9927, grad_fn=<SelectBackward>)","tensor(164.0525, grad_fn=<SelectBackward>)","tensor(164.0994, grad_fn=<SelectBackward>)","tensor(164.1362, grad_fn=<SelectBackward>)","tensor(164.1651, grad_fn=<SelectBackward>)"
95,"tensor(29.3059, grad_fn=<SelectBackward>)","tensor(33.6369, grad_fn=<SelectBackward>)","tensor(38.6118, grad_fn=<SelectBackward>)","tensor(42.7595, grad_fn=<SelectBackward>)","tensor(46.2773, grad_fn=<SelectBackward>)","tensor(49.0861, grad_fn=<SelectBackward>)","tensor(51.3384, grad_fn=<SelectBackward>)","tensor(53.1230, grad_fn=<SelectBackward>)","tensor(54.5370, grad_fn=<SelectBackward>)","tensor(55.6541, grad_fn=<SelectBackward>)","tensor(56.5363, grad_fn=<SelectBackward>)","tensor(57.2322, grad_fn=<SelectBackward>)","tensor(57.7810, grad_fn=<SelectBackward>)","tensor(58.2135, grad_fn=<SelectBackward>)","tensor(58.5543, grad_fn=<SelectBackward>)","tensor(58.8226, grad_fn=<SelectBackward>)","tensor(59.0338, grad_fn=<SelectBackward>)","tensor(59.2000, grad_fn=<SelectBackward>)","tensor(59.3308, grad_fn=<SelectBackward>)","tensor(59.4336, grad_fn=<SelectBackward>)","tensor(59.5144, grad_fn=<SelectBackward>)","tensor(59.5779, grad_fn=<SelectBackward>)","tensor(59.6279, grad_fn=<SelectBackward>)","tensor(59.6671, grad_fn=<SelectBackward>)","tensor(59.6979, grad_fn=<SelectBackward>)","tensor(59.7221, grad_fn=<SelectBackward>)","tensor(59.7411, grad_fn=<SelectBackward>)","tensor(59.7560, grad_fn=<SelectBackward>)","tensor(59.7677, grad_fn=<SelectBackward>)","tensor(59.7768, grad_fn=<SelectBackward>)"
96,"tensor(131.8151, grad_fn=<SelectBackward>)","tensor(167.8558, grad_fn=<SelectBackward>)","tensor(185.4903, grad_fn=<SelectBackward>)","tensor(208.1651, grad_fn=<SelectBackward>)","tensor(225.4109, grad_fn=<SelectBackward>)","tensor(240.4654, grad_fn=<SelectBackward>)","tensor(252.3365, grad_fn=<SelectBackward>)","tensor(261.9379, grad_fn=<SelectBackward>)","tensor(269.5051, grad_fn=<SelectBackward>)","tensor(275.4978, grad_fn=<SelectBackward>)","tensor(280.2078, grad_fn=<SelectBackward>)","tensor(283.9115, grad_fn=<SelectBackward>)","tensor(286.8165, grad_fn=<SelectBackward>)","tensor(289.0944, grad_fn=<SelectBackward>)","tensor(290.8787, grad_fn=<SelectBackward>)","tensor(292.2760, grad_fn=<SelectBackward>)","tensor(293.3697, grad_fn=<SelectBackward>)","tensor(294.2255, grad_fn=<SelectBackward>)","tensor(294.8951, grad_fn=<SelectBackward>)","tensor(295.4188, grad_fn=<SelectBackward>)","tensor(295.8285, grad_fn=<SelectBackward>)","tensor(296.1489, grad_fn=<SelectBackward>)","tensor(296.3995, grad_fn=<SelectBackward>)","tensor(296.5954, grad_fn=<SelectBackward>)","tensor(296.7487, grad_fn=<SelectBackward>)","tensor(296.8685, grad_fn=<SelectBackward>)","tensor(296.9622, grad_fn=<SelectBackward>)","tensor(297.0354, grad_fn=<SelectBackward>)","tensor(297.0928, grad_fn=<SelectBackward>)","tensor(297.1376, grad_fn=<SelectBackward>)"
97,"tensor(91.0723, grad_fn=<SelectBackward>)","tensor(117.7094, grad_fn=<SelectBackward>)","tensor(146.2012, grad_fn=<SelectBackward>)","tensor(168.1986, grad_fn=<SelectBackward>)","tensor(187.0543, grad_fn=<SelectBackward>)","tensor(201.9195, grad_fn=<SelectBackward>)","tensor(213.8967, grad_fn=<SelectBackward>)","tensor(223.3181, grad_fn=<SelectBackward>)","tensor(230.7673, grad_fn=<SelectBackward>)","tensor(236.6117, grad_fn=<SelectBackward>)","tensor(241.2012, grad_fn=<SelectBackward>)","tensor(244.7958, grad_fn=<SelectBackward>)","tensor(247.6111, grad_fn=<SelectBackward>)","tensor(249.8138, grad_fn=<SelectBackward>)","tensor(251.5371, grad_fn=<SelectBackward>)","tensor(252.8847, grad_fn=<SelectBackward>)","tensor(253.9385, grad_fn=<SelectBackward>)","tensor(254.7625, grad_fn=<SelectBackward>)","tensor(255.4066, grad_fn=<SelectBackward>)","tensor(255.9103, grad_fn=<SelectBackward>)","tensor(256.3040, grad_fn=<SelectBackward>)","tensor(256.6119, grad_fn=<SelectBackward>)","tensor(256.8526, grad_fn=<SelectBackward>)","tensor(257.0409, grad_fn=<SelectBackward>)","tensor(257.1880, grad_fn=<SelectBackward>)","tensor(257.3032, grad_fn=<SelectBackward>)","tensor(257.3932, grad_fn=<SelectBackward>)","tensor(257.4636, grad_fn=<SelectBackward>)","tensor(257.5187, grad_fn=<SelectBackward>)","tensor(257.5618, grad_fn=<SelectBackward>)"
98,"tensor(85.5582, grad_fn=<SelectBackward>)","tensor(139.7792, grad_fn=<SelectBackward>)","tensor(170.6293, grad_fn=<SelectBackward>)","tensor(198.7135, grad_fn=<SelectBackward>)","tensor(220.3157, grad_fn=<SelectBackward>)","tensor(237.7951, grad_fn=<SelectBackward>)","tensor(251.6469, grad_fn=<SelectBackward>)","tensor(262.6648, grad_fn=<SelectBackward>)","tensor(271.3920, grad_fn=<SelectBackward>)","tensor(278.2939, grad_fn=<SelectBackward>)","tensor(283.7430, grad_fn=<SelectBackward>)","tensor(288.0386, grad_fn=<SelectBackward>)","tensor(291.4214, grad_fn=<SelectBackward>)","tensor(294.0828, grad_fn=<SelectBackward>)","tensor(296.1750, grad_fn=<SelectBackward>)","tensor(297.8188, grad_fn=<SelectBackward>)","tensor(299.1098, grad_fn=<SelectBackward>)","tensor(300.1231, grad_fn=<SelectBackward>)","tensor(300.9183, grad_fn=<SelectBackward>)","tensor(301.5422, grad_fn=<SelectBackward>)","tensor(302.0315, grad_fn=<SelectBackward>)","tensor(302.4153, grad_fn=<SelectBackward>)","tensor(302.7162, grad_fn=<SelectBackward>)","tensor(302.9521, grad_fn=<SelectBackward>)","tensor(303.1369, grad_fn=<SelectBackward>)","tensor(303.2819, grad_fn=<SelectBackward>)","tensor(303.3955, grad_fn=<SelectBackward>)","tensor(303.4844, grad_fn=<SelectBackward>)","tensor(303.5542, grad_fn=<SelectBackward>)","tensor(303.6089, grad_fn=<SelectBackward>)"
99,"tensor(637.9703, grad_fn=<SelectBackward>)","tensor(843.8443, grad_fn=<SelectBackward>)","tensor(1034.0182, grad_fn=<SelectBackward>)","tensor(1167.8906, grad_fn=<SelectBackward>)","tensor(1277.3872, grad_fn=<SelectBackward>)","tensor(1363.1139, grad_fn=<SelectBackward>)","tensor(1431.6118, grad_fn=<SelectBackward>)","tensor(1485.8275, grad_fn=<SelectBackward>)","tensor(1528.7915, grad_fn=<SelectBackward>)","tensor(1562.7437, grad_fn=<SelectBackward>)","tensor(1589.5458, grad_fn=<SelectBackward>)","tensor(1610.6761, grad_fn=<SelectBackward>)","tensor(1627.3195, grad_fn=<SelectBackward>)","tensor(1640.4183, grad_fn=<SelectBackward>)","tensor(1650.7207, grad_fn=<SelectBackward>)","tensor(1658.8197, grad_fn=<SelectBackward>)","tensor(1665.1837, grad_fn=<SelectBackward>)","tensor(1670.1823, grad_fn=<SelectBackward>)","tensor(1674.1074, grad_fn=<SelectBackward>)","tensor(1677.1884, grad_fn=<SelectBackward>)","tensor(1679.6069, grad_fn=<SelectBackward>)","tensor(1681.5043, grad_fn=<SelectBackward>)","tensor(1682.9929, grad_fn=<SelectBackward>)","tensor(1684.1606, grad_fn=<SelectBackward>)","tensor(1685.0765, grad_fn=<SelectBackward>)","tensor(1685.7947, grad_fn=<SelectBackward>)","tensor(1686.3577, grad_fn=<SelectBackward>)","tensor(1686.7992, grad_fn=<SelectBackward>)","tensor(1687.1453, grad_fn=<SelectBackward>)","tensor(1687.4166, grad_fn=<SelectBackward>)"
